age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
61,Local-gov,219611,12th,13,Widowed,Craft-repair,Not-in-family,White,Female,0,0,45,United-States,<=50K
54,Private,120939,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
68,Private,143699,10th,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K
61,Private,206139,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,Cuba,<=50K
47,Private,288825,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
51,Private,109273,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
31,Private,112847,Assoc-voc,11,Divorced,Other-service,Husband,White,Female,0,0,20,Cuba,<=50K
32,Private,113364,Some-college,10,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,40,United-States,<=50K
33,Private,19847,7th-8th,14,Married-civ-spouse,Adm-clerical,Husband,White,Female,7298,0,60,United-States,>50K
79,Self-emp-not-inc,349689,Masters,14,Never-married,Adm-clerical,Unmarried,White,Male,2176,0,35,England,<=50K
74,Private,88909,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,Columbia,>50K
39,Private,180532,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
58,Self-emp-inc,147876,HS-grad,9,Widowed,Sales,Unmarried,White,Male,0,0,50,United-States,>50K
58,Local-gov,50178,7th-8th,7,Widowed,Craft-repair,Not-in-family,White,Female,0,0,45,United-States,<=50K
30,Private,159979,HS-grad,9,Married-spouse-absent,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
21,Private,209227,10th,6,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
40,Private,163665,Bachelors,13,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,32,United-States,<=50K
36,Private,202872,Assoc-acdm,12,Married-spouse-absent,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K
25,Private,192776,10th,16,Separated,Exec-managerial,Own-child,White,Female,0,0,40,El-Salvador,<=50K
18,Private,117595,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,40,United-States,<=50K
38,Private,111589,5th-6th,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,25,United-States,>50K
37,Private,366421,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,Germany,<=50K
44,Private,476391,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
38,Private,185459,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,14344,0,32,United-States,>50K
23,Private,325706,HS-grad,9,Never-married,Other-service,Own-child,Black,Female,0,0,35,United-States,>50K
65,Private,210521,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
37,Private,107231,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Nicaragua,>50K
55,Private,434894,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
36,Private,278322,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K
79,Private,470368,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,28,United-States,<=50K
38,Federal-gov,58343,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
32,Federal-gov,219611,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States,>50K
40,State-gov,253716,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States,>50K
51,Self-emp-not-inc,228238,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Male,0,0,50,United-States,>50K
69,Private,632733,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
21,Private,28572,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,15,United-States,<=50K
32,Private,127363,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,0,0,40,United-States,<=50K
76,Private,192349,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,30,United-States,<=50K
26,Private,260954,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K
31,Self-emp-not-inc,349154,7th-8th,6,Never-married,Sales,Not-in-family,White,Male,0,0,23,United-States,<=50K
28,State-gov,80680,Prof-school,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,10,United-States,<=50K
30,Private,148524,Some-college,10,Never-married,Handlers-cleaners,Unmarried,White,Female,0,0,40,United-States,<=50K
26,Private,366109,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Female,0,0,30,United-States,<=50K
45,Private,105616,11th,7,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
36,Private,194049,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
49,Private,325461,11th,7,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States,<=50K
31,Self-emp-not-inc,41432,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Male,0,0,50,United-States,>50K
24,Private,176077,10th,6,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
35,Private,258339,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Female,0,0,35,United-States,<=50K
63,Private,176696,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,<=50K
29,Self-emp-inc,172830,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,55,United-States,<=50K
53,Private,192289,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,45,United-States,<=50K
42,Self-emp-inc,296749,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,5013,0,50,United-States,<=50K
60,Private,106758,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
19,State-gov,264351,Masters,13,Never-married,Priv-house-serv,Own-child,White,Female,0,0,25,Puerto-Rico,<=50K
60,Private,219021,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
25,Private,113481,Prof-school,12,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,50,United-States,<=50K
28,Private,413297,9th,5,Divorced,Priv-house-serv,Unmarried,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
29,Private,456956,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Female,0,0,40,United-States,>50K
57,Private,87556,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
88,Private,294400,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,>50K
46,Self-emp-not-inc,220618,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,20,United-States,<=50K
47,Private,345493,Some-college,10,Divorced,Sales,Own-child,White,Female,0,0,30,United-States,<=50K
42,Private,179772,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
38,Private,220729,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,36,United-States,<=50K
72,Private,52566,Prof-school,15,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,3471,0,55,United-States,>50K
29,Private,26671,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,50,United-States,<=50K
88,Private,206947,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,65,United-States,<=50K
25,State-gov,208066,Some-college,10,Never-married,Farming-fishing,Own-child,White,Female,0,0,40,United-States,<=50K
37,Local-gov,347166,Some-college,10,Divorced,Exec-managerial,Other-relative,White,Male,0,0,40,United-States,<=50K
35,Private,189017,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,50,United-States,<=50K
32,Private,85815,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
47,Private,156464,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,38,United-States,<=50K
32,State-gov,110279,11th,13,Never-married,Prof-specialty,Unmarried,Black,Female,0,0,40,United-States,<=50K
41,Private,170649,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Female,0,0,40,United-States,<=50K
42,Private,172641,9th,12,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,45,Yugoslavia,<=50K
36,Private,110862,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,50,United-States,>50K
27,State-gov,276937,Some-college,10,Separated,Adm-clerical,Not-in-family,White,Female,0,0,32,United-States,<=50K
28,Private,113364,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
31,Private,37778,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
47,Private,55233,Assoc-acdm,15,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,1977,28,United-States,<=50K
43,Self-emp-inc,117158,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K
24,State-gov,242375,Bachelors,13,Never-married,Tech-support,Own-child,White,Male,0,0,75,United-States,<=50K
46,Self-emp-inc,220269,HS-grad,9,Never-married,Sales,Not-in-family,Amer-Indian-Eskimo,Female,0,0,43,United-States,<=50K
40,Private,324601,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,>50K
54,Local-gov,100099,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,15,United-States,<=50K
51,Private,218521,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,1564,50,United-States,<=50K
34,Local-gov,167878,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,40,United-States,<=50K
23,Private,120172,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,20,United-States,<=50K
28,Private,120970,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
48,Private,24292,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
29,Federal-gov,352448,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
68,Private,37170,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Female,0,0,30,United-States,<=50K
48,Private,96115,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Black,Male,0,0,40,United-States,>50K
49,Private,329144,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,<=50K
20,Private,155913,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,<=50K
37,Private,227113,Bachelors,13,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K
52,Private,254202,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,<=50K
26,Private,131404,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,55,United-States,<=50K
63,Private,111963,1st-4th,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
21,Private,175413,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K
42,Local-gov,103575,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Female,0,0,40,United-States,<=50K
60,Self-emp-not-inc,178341,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K
33,State-gov,57408,Some-college,10,Never-married,Sales,Not-in-family,White,Male,3818,0,33,United-States,<=50K
21,Private,25505,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
30,Private,633742,11th,7,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
37,Private,107458,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,United-States,<=50K
29,Private,172695,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Female,0,0,45,United-States,<=50K
63,Private,409902,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,54,United-States,>50K
36,Private,207853,HS-grad,10,Separated,Sales,Husband,White,Male,0,0,50,United-States,>50K
36,Private,213921,HS-grad,9,Married-spouse-absent,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
71,Private,186452,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Female,0,0,40,United-States,<=50K
39,Private,368797,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,United-States,<=50K
45,Private,60267,7th-8th,14,Widowed,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
42,Private,177937,Bachelors,13,Never-married,Sales,Own-child,White,Female,0,0,40,Taiwan,<=50K
29,Self-emp-not-inc,187981,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,30,United-States,<=50K
38,Self-emp-inc,272918,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,30,United-States,<=50K
47,Private,126319,HS-grad,9,Separated,Exec-managerial,Not-in-family,White,Female,0,0,87,United-States,<=50K
38,Private,228238,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,40,United-States,<=50K
19,Private,64148,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,38,United-States,<=50K
29,Private,176608,Masters,14,Married-civ-spouse,Sales,Husband,White,Female,0,0,40,United-States,<=50K
25,Private,210148,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,50,United-States,<=50K
25,Private,106900,Masters,14,Never-married,Adm-clerical,Not-in-family,Black,Male,2463,1902,40,Mexico,<=50K
40,Private,409902,12th,9,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States,<=50K
45,Private,230420,12th,8,Married-civ-spouse,Exec-managerial,Husband,Black,Female,0,0,40,United-States,<=50K
28,Private,171193,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
41,Self-emp-not-inc,125268,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1977,45,United-States,<=50K
27,Private,166634,Some-college,10,Married-civ-spouse,Sales,Husband,Black,Female,0,0,40,United-States,<=50K
30,Private,266860,10th,15,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Ecuador,<=50K
31,Private,169886,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
22,Private,182539,Doctorate,10,Never-married,Sales,Not-in-family,White,Female,0,0,20,United-States,<=50K
43,Federal-gov,262153,9th,9,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,60,United-States,<=50K
38,Private,357691,HS-grad,9,Never-married,Sales,Unmarried,White,Female,0,0,20,United-States,<=50K
27,Private,182675,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
58,Self-emp-not-inc,357848,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,5178,0,60,United-States,>50K
23,State-gov,110677,Assoc-acdm,10,Never-married,Other-service,Own-child,White,Male,0,0,72,United-States,<=50K
43,Federal-gov,75435,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
30,Private,73070,10th,5,Married-spouse-absent,Sales,Unmarried,White,Male,0,0,40,United-States,<=50K
18,Private,254949,Assoc-voc,7,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K
43,Private,224629,Assoc-acdm,11,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
64,Private,112706,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,52,United-States,<=50K
33,Federal-gov,199995,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Male,0,0,25,United-States,>50K
42,Private,239877,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Wife,White,Male,0,0,20,United-States,<=50K
26,State-gov,199555,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
61,Private,120238,12th,7,Widowed,Exec-managerial,Own-child,White,Male,0,0,35,United-States,<=50K
56,Private,159123,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,46,South,<=50K
26,Private,30244,Some-college,10,Never-married,Exec-managerial,Own-child,Black,Female,0,0,38,United-States,<=50K
23,Private,114157,Some-college,10,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,0,0,20,United-States,<=50K
26,Local-gov,732102,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
38,Private,243190,Bachelors,13,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,0,0,66,United-States,<=50K
54,Self-emp-not-inc,99902,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,Ireland,<=50K
22,Private,253596,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,50,United-States,<=50K
42,Self-emp-not-inc,171373,HS-grad,9,Married-spouse-absent,Other-service,Not-in-family,Black,Male,0,0,30,United-States,<=50K
38,Self-emp-inc,197871,Assoc-voc,11,Divorced,Farming-fishing,Unmarried,Black,Female,0,0,35,United-States,<=50K
42,Private,81497,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
29,Private,212120,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
53,Local-gov,34506,Masters,14,Never-married,Other-service,Not-in-family,White,Female,0,0,55,United-States,<=50K
44,Private,141327,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
30,Private,239663,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,2407,0,40,Greece,<=50K
38,Private,347322,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States,<=50K
38,Federal-gov,175127,Assoc-acdm,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
41,Private,127264,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,3325,0,40,United-States,<=50K
44,Federal-gov,180954,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,84,United-States,<=50K
21,Private,199698,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K
24,Private,168514,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,<=50K
40,Private,188682,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,40,United-States,<=50K
66,Private,354520,Assoc-acdm,11,Married-civ-spouse,Adm-clerical,Husband,Black,Female,0,0,40,United-States,>50K
36,Private,473625,Assoc-acdm,13,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,40,United-States,>50K
27,Private,195447,Masters,14,Never-married,Other-service,Own-child,White,Male,0,1848,55,United-States,>50K
42,Private,117857,11th,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
62,Private,142760,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Female,0,0,40,United-States,<=50K
85,Private,238917,Assoc-acdm,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,18,United-States,>50K
76,Private,151053,11th,13,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,32,United-States,<=50K
66,Self-emp-not-inc,180052,Masters,14,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
18,Private,150309,Bachelors,13,Never-married,Sales,Own-child,White,Female,0,0,45,United-States,>50K
45,Private,253716,Bachelors,13,Widowed,Sales,Not-in-family,White,Female,0,0,20,United-States,<=50K
42,Private,33223,Prof-school,15,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
45,Local-gov,196758,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,37,United-States,<=50K
36,Private,22502,Masters,14,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,3325,0,45,China,<=50K
24,Private,328216,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
51,Private,291407,Some-college,10,Never-married,Tech-support,Not-in-family,Black,Male,0,0,33,United-States,<=50K
42,Private,89346,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,1672,40,United-States,>50K
20,Private,107164,Prof-school,5,Never-married,Other-service,Other-relative,White,Male,0,0,60,Philippines,<=50K
36,Private,177711,Masters,14,Married-civ-spouse,Other-service,Husband,White,Male,0,0,35,United-States,<=50K
37,Self-emp-inc,382802,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
23,Private,105449,Masters,14,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
38,Private,186934,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States,<=50K
45,Federal-gov,149040,10th,12,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,40,United-States,<=50K
73,Private,161838,Masters,11,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,55,United-States,<=50K
65,Private,280093,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K
53,State-gov,177705,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,40,United-States,>50K
55,Private,362482,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
59,Private,366207,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1977,40,United-States,>50K
41,Local-gov,479600,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
32,Private,164416,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,45,United-States,>50K
20,Private,119411,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
39,Private,224531,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,>50K
19,Private,33493,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,Thailand,<=50K
19,Private,330695,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
23,Private,199067,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
47,Private,165492,Bachelors,13,Divorced,Prof-specialty,Not-in-family,Black,Male,0,1876,40,United-States,<=50K
58,Private,175491,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
39,Private,219751,Prof-school,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,>50K
79,Private,79443,12th,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,35,United-States,<=50K
20,State-gov,494223,Some-college,10,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,<=50K
55,Private,224466,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,35,United-States,>50K
56,Self-emp-not-inc,124068,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
57,Private,209831,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Male,0,0,40,United-States,>50K
40,Private,159929,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,48,United-States,<=50K
20,Private,191277,5th-6th,6,Married-civ-spouse,Sales,Not-in-family,White,Male,0,0,28,United-States,<=50K
48,Private,93169,Assoc-acdm,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
24,Private,217226,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,80,United-States,<=50K
55,Private,200835,Assoc-voc,11,Never-married,Sales,Not-in-family,White,Male,1086,0,50,Canada,>50K
37,Private,180439,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
43,Private,209454,11th,7,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
39,Private,191025,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,4064,0,55,United-States,<=50K
20,Private,276937,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
57,State-gov,111797,Some-college,10,Married-civ-spouse,Craft-repair,Wife,White,Male,0,0,40,United-States,>50K
53,Self-emp-inc,171156,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
18,Private,123984,10th,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,19,United-States,<=50K
40,Private,188682,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,42,United-States,>50K
56,Self-emp-inc,100863,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
61,Private,198316,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Female,0,0,63,United-States,<=50K
38,Private,233130,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Male,7688,0,40,United-States,>50K
35,Private,250552,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
53,Private,173524,Assoc-acdm,12,Widowed,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K
40,Self-emp-not-inc,41210,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,40,United-States,<=50K
17,Private,103474,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
38,Private,97030,10th,12,Divorced,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,<=50K
39,Private,169638,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
20,Private,76767,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
60,Self-emp-not-inc,110901,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
33,Private,141490,10th,9,Married-civ-spouse,Prof-specialty,Wife,Black,Male,0,0,72,United-States,>50K
32,Private,339814,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
47,Private,104196,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Male,0,0,40,United-States,>50K
36,Federal-gov,153805,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,38,United-States,<=50K
40,Private,137578,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,4508,0,35,United-States,<=50K
27,Private,122272,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,36,United-States,>50K
29,Private,192397,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
54,Private,117627,Some-college,10,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,20,United-States,<=50K
30,Local-gov,423297,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
48,State-gov,204021,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
37,Private,235693,Masters,14,Separated,Sales,Unmarried,White,Female,0,0,40,El-Salvador,<=50K
43,State-gov,184112,Bachelors,13,Widowed,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
31,Local-gov,111483,Prof-school,14,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,60,United-States,<=50K
